TIGHT POLLING - PERIOD: 1	 DUTYCYCLE: 2	 GRANULARITY: 100	
PERIODIC POLLING - PERIOD: 4	 DUTYCYCLE: 11	 GRANULARITY: 300	
PERIODIC POLLING - PERIOD: 4	 DUTYCYCLE: 11	 GRANULARITY: 350	
PERIODIC POLLING - PERIOD: 4	 DUTYCYCLE: 11	 GRANULARITY: 400	
PERIODIC POLLING - PERIOD: 4	 DUTYCYCLE: 11	 GRANULARITY: 450	
PERIODIC POLLING - PERIOD: 4	 DUTYCYCLE: 14	 GRANULARITY: 50	
PERIODIC POLLING - PERIOD: 4	 DUTYCYCLE: 14	 GRANULARITY: 100	
PERIODIC POLLING - PERIOD: 4	 DUTYCYCLE: 14	 GRANULARITY: 150	
PERIODIC POLLING - PERIOD: 4	 DUTYCYCLE: 14	 GRANULARITY: 200	
PERIODIC POLLING - PERIOD: 4	 DUTYCYCLE: 14	 GRANULARITY: 250	
PERIODIC POLLING - PERIOD: 4	 DUTYCYCLE: 14	 GRANULARITY: 300	
PERIODIC POLLING - PERIOD: 4	 DUTYCYCLE: 14	 GRANULARITY: 350	
PERIODIC POLLING - PERIOD: 4	 DUTYCYCLE: 14	 GRANULARITY: 400	
PERIODIC POLLING - PERIOD: 4	 DUTYCYCLE: 14	 GRANULARITY: 450	
PERIODIC POLLING - PERIOD: 7	 DUTYCYCLE: 2	 GRANULARITY: 50	
PERIODIC POLLING - PERIOD: 7	 DUTYCYCLE: 2	 GRANULARITY: 100	
PERIODIC POLLING - PERIOD: 7	 DUTYCYCLE: 2	 GRANULARITY: 150	
PERIODIC POLLING - PERIOD: 7	 DUTYCYCLE: 2	 GRANULARITY: 200	
PERIODIC POLLING - PERIOD: 7	 DUTYCYCLE: 2	 GRANULARITY: 250	
PERIODIC POLLING - PERIOD: 7	 DUTYCYCLE: 2	 GRANULARITY: 300	
PERIODIC POLLING - PERIOD: 7	 DUTYCYCLE: 2	 GRANULARITY: 350	
PERIODIC POLLING - PERIOD: 7	 DUTYCYCLE: 2	 GRANULARITY: 400	
PERIODIC POLLING - PERIOD: 7	 DUTYCYCLE: 2	 GRANULARITY: 450	
PERIODIC POLLING - PERIOD: 7	 DUTYCYCLE: 5	 GRANULARITY: 50	
PERIODIC POLLING - PERIOD: 7	 DUTYCYCLE: 5	 GRANULARITY: 100	
PERIODIC POLLING - PERIOD: 7	 DUTYCYCLE: 5	 GRANULARITY: 150	
PERIODIC POLLING - PERIOD: 7	 DUTYCYCLE: 5	 GRANULARITY: 200	
PERIODIC POLLING - PERIOD: 7	 DUTYCYCLE: 5	 GRANULARITY: 250	
PERIODIC POLLING - PERIOD: 7	 DUTYCYCLE: 5	 GRANULARITY: 300	
PERIODIC POLLING - PERIOD: 7	 DUTYCYCLE: 5	 GRANULARITY: 350	
PERIODIC POLLING - PERIOD: 7	 DUTYCYCLE: 5	 GRANULARITY: 400	
PERIODIC POLLING - PERIOD: 7	 DUTYCYCLE: 5	 GRANULARITY: 450	
PERIODIC POLLING - PERIOD: 7	 DUTYCYCLE: 8	 GRANULARITY: 50	
PERIODIC POLLING - PERIOD: 7	 DUTYCYCLE: 8	 GRANULARITY: 100	
PERIODIC POLLING - PERIOD: 7	 DUTYCYCLE: 8	 GRANULARITY: 150	
PERIODIC POLLING - PERIOD: 7	 DUTYCYCLE: 8	 GRANULARITY: 200	
PERIODIC POLLING - PERIOD: 7	 DUTYCYCLE: 8	 GRANULARITY: 250	
PERIODIC POLLING - PERIOD: 7	 DUTYCYCLE: 8	 GRANULARITY: 300	
PERIODIC POLLING - PERIOD: 7	 DUTYCYCLE: 8	 GRANULARITY: 350	
PERIODIC POLLING - PERIOD: 7	 DUTYCYCLE: 8	 GRANULARITY: 400	
PERIODIC POLLING - PERIOD: 7	 DUTYCYCLE: 8	 GRANULARITY: 450	
PERIODIC POLLING - PERIOD: 7	 DUTYCYCLE: 11	 GRANULARITY: 50	
PERIODIC POLLING - PERIOD: 7	 DUTYCYCLE: 11	 GRANULARITY: 100	
PERIODIC POLLING - PERIOD: 7	 DUTYCYCLE: 11	 GRANULARITY: 150	
PERIODIC POLLING - PERIOD: 7	 DUTYCYCLE: 11	 GRANULARITY: 200	
PERIODIC POLLING - PERIOD: 7	 DUTYCYCLE: 11	 GRANULARITY: 250	
PERIODIC POLLING - PERIOD: 7	 DUTYCYCLE: 11	 GRANULARITY: 300	
PERIODIC POLLING - PERIOD: 7	 DUTYCYCLE: 11	 GRANULARITY: 350	
PERIODIC POLLING - PERIOD: 7	 DUTYCYCLE: 11	 GRANULARITY: 400	
PERIODIC POLLING - PERIOD: 7	 DUTYCYCLE: 11	 GRANULARITY: 450	
PERIODIC POLLING - PERIOD: 7	 DUTYCYCLE: 14	 GRANULARITY: 50	
PERIODIC POLLING - PERIOD: 7	 DUTYCYCLE: 14	 GRANULARITY: 100	
PERIODIC POLLING - PERIOD: 7	 DUTYCYCLE: 14	 GRANULARITY: 150	
PERIODIC POLLING - PERIOD: 7	 DUTYCYCLE: 14	 GRANULARITY: 200	
PERIODIC POLLING - PERIOD: 7	 DUTYCYCLE: 14	 GRANULARITY: 250	
PERIODIC POLLING - PERIOD: 7	 DUTYCYCLE: 14	 GRANULARITY: 300	
PERIODIC POLLING - PERIOD: 7	 DUTYCYCLE: 14	 GRANULARITY: 350	
PERIODIC POLLING - PERIOD: 7	 DUTYCYCLE: 14	 GRANULARITY: 400	
PERIODIC POLLING - PERIOD: 7	 DUTYCYCLE: 14	 GRANULARITY: 450	
PERIODIC POLLING - PERIOD: 10	 DUTYCYCLE: 2	 GRANULARITY: 50	
PERIODIC POLLING - PERIOD: 10	 DUTYCYCLE: 2	 GRANULARITY: 100	
PERIODIC POLLING - PERIOD: 10	 DUTYCYCLE: 2	 GRANULARITY: 150	
PERIODIC POLLING - PERIOD: 10	 DUTYCYCLE: 2	 GRANULARITY: 200	
PERIODIC POLLING - PERIOD: 10	 DUTYCYCLE: 2	 GRANULARITY: 250	
PERIODIC POLLING - PERIOD: 10	 DUTYCYCLE: 2	 GRANULARITY: 300	
PERIODIC POLLING - PERIOD: 10	 DUTYCYCLE: 2	 GRANULARITY: 350	
PERIODIC POLLING - PERIOD: 10	 DUTYCYCLE: 2	 GRANULARITY: 400	
PERIODIC POLLING - PERIOD: 10	 DUTYCYCLE: 2	 GRANULARITY: 450	
PERIODIC POLLING - PERIOD: 10	 DUTYCYCLE: 5	 GRANULARITY: 50	
PERIODIC POLLING - PERIOD: 10	 DUTYCYCLE: 5	 GRANULARITY: 100	
PERIODIC POLLING - PERIOD: 10	 DUTYCYCLE: 5	 GRANULARITY: 150	
PERIODIC POLLING - PERIOD: 10	 DUTYCYCLE: 5	 GRANULARITY: 200	
PERIODIC POLLING - PERIOD: 10	 DUTYCYCLE: 5	 GRANULARITY: 250	
PERIODIC POLLING - PERIOD: 10	 DUTYCYCLE: 5	 GRANULARITY: 300	
PERIODIC POLLING - PERIOD: 10	 DUTYCYCLE: 5	 GRANULARITY: 350	
PERIODIC POLLING - PERIOD: 10	 DUTYCYCLE: 5	 GRANULARITY: 400	
PERIODIC POLLING - PERIOD: 10	 DUTYCYCLE: 5	 GRANULARITY: 450	
PERIODIC POLLING - PERIOD: 10	 DUTYCYCLE: 8	 GRANULARITY: 50	
PERIODIC POLLING - PERIOD: 10	 DUTYCYCLE: 8	 GRANULARITY: 100	
PERIODIC POLLING - PERIOD: 10	 DUTYCYCLE: 8	 GRANULARITY: 150	
PERIODIC POLLING - PERIOD: 10	 DUTYCYCLE: 8	 GRANULARITY: 200	
PERIODIC POLLING - PERIOD: 10	 DUTYCYCLE: 8	 GRANULARITY: 250	
PERIODIC POLLING - PERIOD: 10	 DUTYCYCLE: 8	 GRANULARITY: 300	
PERIODIC POLLING - PERIOD: 10	 DUTYCYCLE: 8	 GRANULARITY: 350	
PERIODIC POLLING - PERIOD: 10	 DUTYCYCLE: 8	 GRANULARITY: 400	
PERIODIC POLLING - PERIOD: 10	 DUTYCYCLE: 8	 GRANULARITY: 450	
PERIODIC POLLING - PERIOD: 10	 DUTYCYCLE: 11	 GRANULARITY: 50	
PERIODIC POLLING - PERIOD: 10	 DUTYCYCLE: 11	 GRANULARITY: 100	
PERIODIC POLLING - PERIOD: 10	 DUTYCYCLE: 11	 GRANULARITY: 150	
PERIODIC POLLING - PERIOD: 10	 DUTYCYCLE: 11	 GRANULARITY: 200	
PERIODIC POLLING - PERIOD: 10	 DUTYCYCLE: 11	 GRANULARITY: 250	
PERIODIC POLLING - PERIOD: 10	 DUTYCYCLE: 11	 GRANULARITY: 300	
PERIODIC POLLING - PERIOD: 10	 DUTYCYCLE: 11	 GRANULARITY: 350	
PERIODIC POLLING - PERIOD: 10	 DUTYCYCLE: 11	 GRANULARITY: 400	
PERIODIC POLLING - PERIOD: 10	 DUTYCYCLE: 11	 GRANULARITY: 450	
PERIODIC POLLING - PERIOD: 10	 DUTYCYCLE: 14	 GRANULARITY: 50	
PERIODIC POLLING - PERIOD: 10	 DUTYCYCLE: 14	 GRANULARITY: 100	
PERIODIC POLLING - PERIOD: 10	 DUTYCYCLE: 14	 GRANULARITY: 150	
PERIODIC POLLING - PERIOD: 10	 DUTYCYCLE: 14	 GRANULARITY: 200	
PERIODIC POLLING - PERIOD: 10	 DUTYCYCLE: 14	 GRANULARITY: 250	
PERIODIC POLLING - PERIOD: 10	 DUTYCYCLE: 14	 GRANULARITY: 300	
PERIODIC POLLING - PERIOD: 10	 DUTYCYCLE: 14	 GRANULARITY: 350	
PERIODIC POLLING - PERIOD: 10	 DUTYCYCLE: 14	 GRANULARITY: 400	
PERIODIC POLLING - PERIOD: 10	 DUTYCYCLE: 14	 GRANULARITY: 450	
PERIODIC POLLING - PERIOD: 13	 DUTYCYCLE: 2	 GRANULARITY: 50	
PERIODIC POLLING - PERIOD: 13	 DUTYCYCLE: 2	 GRANULARITY: 100	
PERIODIC POLLING - PERIOD: 13	 DUTYCYCLE: 2	 GRANULARITY: 150	
PERIODIC POLLING - PERIOD: 13	 DUTYCYCLE: 2	 GRANULARITY: 200	
PERIODIC POLLING - PERIOD: 13	 DUTYCYCLE: 2	 GRANULARITY: 250	
PERIODIC POLLING - PERIOD: 13	 DUTYCYCLE: 2	 GRANULARITY: 300	
PERIODIC POLLING - PERIOD: 13	 DUTYCYCLE: 2	 GRANULARITY: 350	
PERIODIC POLLING - PERIOD: 13	 DUTYCYCLE: 2	 GRANULARITY: 400	
PERIODIC POLLING - PERIOD: 13	 DUTYCYCLE: 2	 GRANULARITY: 450	
PERIODIC POLLING - PERIOD: 13	 DUTYCYCLE: 5	 GRANULARITY: 50	
PERIODIC POLLING - PERIOD: 13	 DUTYCYCLE: 5	 GRANULARITY: 100	
PERIODIC POLLING - PERIOD: 13	 DUTYCYCLE: 5	 GRANULARITY: 150	
PERIODIC POLLING - PERIOD: 13	 DUTYCYCLE: 5	 GRANULARITY: 200	
PERIODIC POLLING - PERIOD: 13	 DUTYCYCLE: 5	 GRANULARITY: 250	
PERIODIC POLLING - PERIOD: 13	 DUTYCYCLE: 5	 GRANULARITY: 300	
PERIODIC POLLING - PERIOD: 13	 DUTYCYCLE: 5	 GRANULARITY: 350	
PERIODIC POLLING - PERIOD: 13	 DUTYCYCLE: 5	 GRANULARITY: 400	
PERIODIC POLLING - PERIOD: 13	 DUTYCYCLE: 5	 GRANULARITY: 450	
PERIODIC POLLING - PERIOD: 13	 DUTYCYCLE: 8	 GRANULARITY: 50	
PERIODIC POLLING - PERIOD: 13	 DUTYCYCLE: 8	 GRANULARITY: 100	
PERIODIC POLLING - PERIOD: 13	 DUTYCYCLE: 8	 GRANULARITY: 150	
PERIODIC POLLING - PERIOD: 13	 DUTYCYCLE: 8	 GRANULARITY: 200	
PERIODIC POLLING - PERIOD: 13	 DUTYCYCLE: 8	 GRANULARITY: 250	
PERIODIC POLLING - PERIOD: 13	 DUTYCYCLE: 8	 GRANULARITY: 300	
PERIODIC POLLING - PERIOD: 13	 DUTYCYCLE: 8	 GRANULARITY: 350	
PERIODIC POLLING - PERIOD: 13	 DUTYCYCLE: 8	 GRANULARITY: 400	
PERIODIC POLLING - PERIOD: 13	 DUTYCYCLE: 8	 GRANULARITY: 450	
PERIODIC POLLING - PERIOD: 13	 DUTYCYCLE: 11	 GRANULARITY: 50	
PERIODIC POLLING - PERIOD: 13	 DUTYCYCLE: 11	 GRANULARITY: 100	
PERIODIC POLLING - PERIOD: 13	 DUTYCYCLE: 11	 GRANULARITY: 150	
PERIODIC POLLING - PERIOD: 13	 DUTYCYCLE: 11	 GRANULARITY: 200	
PERIODIC POLLING - PERIOD: 13	 DUTYCYCLE: 11	 GRANULARITY: 250	
PERIODIC POLLING - PERIOD: 13	 DUTYCYCLE: 11	 GRANULARITY: 300	
PERIODIC POLLING - PERIOD: 13	 DUTYCYCLE: 11	 GRANULARITY: 350	
PERIODIC POLLING - PERIOD: 13	 DUTYCYCLE: 11	 GRANULARITY: 400	
PERIODIC POLLING - PERIOD: 13	 DUTYCYCLE: 11	 GRANULARITY: 450	
PERIODIC POLLING - PERIOD: 13	 DUTYCYCLE: 14	 GRANULARITY: 50	
PERIODIC POLLING - PERIOD: 13	 DUTYCYCLE: 14	 GRANULARITY: 100	
PERIODIC POLLING - PERIOD: 13	 DUTYCYCLE: 14	 GRANULARITY: 150	
PERIODIC POLLING - PERIOD: 13	 DUTYCYCLE: 14	 GRANULARITY: 200	
PERIODIC POLLING - PERIOD: 13	 DUTYCYCLE: 14	 GRANULARITY: 250	
PERIODIC POLLING - PERIOD: 13	 DUTYCYCLE: 14	 GRANULARITY: 300	
PERIODIC POLLING - PERIOD: 13	 DUTYCYCLE: 14	 GRANULARITY: 350	
PERIODIC POLLING - PERIOD: 13	 DUTYCYCLE: 14	 GRANULARITY: 400	
PERIODIC POLLING - PERIOD: 13	 DUTYCYCLE: 14	 GRANULARITY: 450	
INTERRUPT SYNCHRONIZATION - PERIOD: 1	 DUTYCYCLE: 2	 GRANULARITY: 50	
INTERRUPT SYNCHRONIZATION - PERIOD: 1	 DUTYCYCLE: 2	 GRANULARITY: 100	
INTERRUPT SYNCHRONIZATION - PERIOD: 1	 DUTYCYCLE: 2	 GRANULARITY: 150	
INTERRUPT SYNCHRONIZATION - PERIOD: 1	 DUTYCYCLE: 2	 GRANULARITY: 200	
INTERRUPT SYNCHRONIZATION - PERIOD: 1	 DUTYCYCLE: 2	 GRANULARITY: 250	
INTERRUPT SYNCHRONIZATION - PERIOD: 1	 DUTYCYCLE: 2	 GRANULARITY: 300	
INTERRUPT SYNCHRONIZATION - PERIOD: 1	 DUTYCYCLE: 2	 GRANULARITY: 350	
INTERRUPT SYNCHRONIZATION - PERIOD: 1	 DUTYCYCLE: 2	 GRANULARITY: 400	
INTERRUPT SYNCHRONIZATION - PERIOD: 1	 DUTYCYCLE: 2	 GRANULARITY: 450	
INTERRUPT SYNCHRONIZATION - PERIOD: 1	 DUTYCYCLE: 5	 GRANULARITY: 50	
INTERRUPT SYNCHRONIZATION - PERIOD: 1	 DUTYCYCLE: 5	 GRANULARITY: 100	
INTERRUPT SYNCHRONIZATION - PERIOD: 1	 DUTYCYCLE: 5	 GRANULARITY: 150	
INTERRUPT SYNCHRONIZATION - PERIOD: 1	 DUTYCYCLE: 5	 GRANULARITY: 200	
INTERRUPT SYNCHRONIZATION - PERIOD: 1	 DUTYCYCLE: 5	 GRANULARITY: 250	
INTERRUPT SYNCHRONIZATION - PERIOD: 1	 DUTYCYCLE: 5	 GRANULARITY: 300	
INTERRUPT SYNCHRONIZATION - PERIOD: 1	 DUTYCYCLE: 5	 GRANULARITY: 350	
INTERRUPT SYNCHRONIZATION - PERIOD: 1	 DUTYCYCLE: 5	 GRANULARITY: 400	
INTERRUPT SYNCHRONIZATION - PERIOD: 1	 DUTYCYCLE: 5	 GRANULARITY: 450	
INTERRUPT SYNCHRONIZATION - PERIOD: 1	 DUTYCYCLE: 8	 GRANULARITY: 50	
INTERRUPT SYNCHRONIZATION - PERIOD: 1	 DUTYCYCLE: 8	 GRANULARITY: 100	
INTERRUPT SYNCHRONIZATION - PERIOD: 1	 DUTYCYCLE: 8	 GRANULARITY: 150	
INTERRUPT SYNCHRONIZATION - PERIOD: 1	 DUTYCYCLE: 8	 GRANULARITY: 200	
INTERRUPT SYNCHRONIZATION - PERIOD: 1	 DUTYCYCLE: 8	 GRANULARITY: 250	
INTERRUPT SYNCHRONIZATION - PERIOD: 1	 DUTYCYCLE: 8	 GRANULARITY: 300	
INTERRUPT SYNCHRONIZATION - PERIOD: 1	 DUTYCYCLE: 8	 GRANULARITY: 350	
INTERRUPT SYNCHRONIZATION - PERIOD: 1	 DUTYCYCLE: 8	 GRANULARITY: 400	
INTERRUPT SYNCHRONIZATION - PERIOD: 1	 DUTYCYCLE: 8	 GRANULARITY: 450	
INTERRUPT SYNCHRONIZATION - PERIOD: 1	 DUTYCYCLE: 11	 GRANULARITY: 50	
INTERRUPT SYNCHRONIZATION - PERIOD: 1	 DUTYCYCLE: 11	 GRANULARITY: 100	
INTERRUPT SYNCHRONIZATION - PERIOD: 1	 DUTYCYCLE: 11	 GRANULARITY: 150	
INTERRUPT SYNCHRONIZATION - PERIOD: 1	 DUTYCYCLE: 11	 GRANULARITY: 200	
INTERRUPT SYNCHRONIZATION - PERIOD: 1	 DUTYCYCLE: 11	 GRANULARITY: 250	
INTERRUPT SYNCHRONIZATION - PERIOD: 1	 DUTYCYCLE: 11	 GRANULARITY: 300	
INTERRUPT SYNCHRONIZATION - PERIOD: 1	 DUTYCYCLE: 11	 GRANULARITY: 350	
INTERRUPT SYNCHRONIZATION - PERIOD: 1	 DUTYCYCLE: 11	 GRANULARITY: 400	
INTERRUPT SYNCHRONIZATION - PERIOD: 1	 DUTYCYCLE: 11	 GRANULARITY: 450	
INTERRUPT SYNCHRONIZATION - PERIOD: 1	 DUTYCYCLE: 14	 GRANULARITY: 50	
INTERRUPT SYNCHRONIZATION - PERIOD: 1	 DUTYCYCLE: 14	 GRANULARITY: 100	
INTERRUPT SYNCHRONIZATION - PERIOD: 1	 DUTYCYCLE: 14	 GRANULARITY: 150	
INTERRUPT SYNCHRONIZATION - PERIOD: 1	 DUTYCYCLE: 14	 GRANULARITY: 200	
INTERRUPT SYNCHRONIZATION - PERIOD: 1	 DUTYCYCLE: 14	 GRANULARITY: 250	
INTERRUPT SYNCHRONIZATION - PERIOD: 1	 DUTYCYCLE: 14	 GRANULARITY: 300	
INTERRUPT SYNCHRONIZATION - PERIOD: 1	 DUTYCYCLE: 14	 GRANULARITY: 350	
INTERRUPT SYNCHRONIZATION - PERIOD: 1	 DUTYCYCLE: 14	 GRANULARITY: 400	
INTERRUPT SYNCHRONIZATION - PERIOD: 1	 DUTYCYCLE: 14	 GRANULARITY: 450	
INTERRUPT SYNCHRONIZATION - PERIOD: 4	 DUTYCYCLE: 2	 GRANULARITY: 50	
INTERRUPT SYNCHRONIZATION - PERIOD: 4	 DUTYCYCLE: 2	 GRANULARITY: 100	
INTERRUPT SYNCHRONIZATION - PERIOD: 4	 DUTYCYCLE: 2	 GRANULARITY: 150	
INTERRUPT SYNCHRONIZATION - PERIOD: 4	 DUTYCYCLE: 2	 GRANULARITY: 200	
INTERRUPT SYNCHRONIZATION - PERIOD: 4	 DUTYCYCLE: 2	 GRANULARITY: 250	
INTERRUPT SYNCHRONIZATION - PERIOD: 4	 DUTYCYCLE: 2	 GRANULARITY: 300	
INTERRUPT SYNCHRONIZATION - PERIOD: 4	 DUTYCYCLE: 2	 GRANULARITY: 350	
INTERRUPT SYNCHRONIZATION - PERIOD: 4	 DUTYCYCLE: 2	 GRANULARITY: 400	
INTERRUPT SYNCHRONIZATION - PERIOD: 4	 DUTYCYCLE: 2	 GRANULARITY: 450	
INTERRUPT SYNCHRONIZATION - PERIOD: 4	 DUTYCYCLE: 5	 GRANULARITY: 50	
INTERRUPT SYNCHRONIZATION - PERIOD: 4	 DUTYCYCLE: 5	 GRANULARITY: 100	
INTERRUPT SYNCHRONIZATION - PERIOD: 4	 DUTYCYCLE: 5	 GRANULARITY: 150	
INTERRUPT SYNCHRONIZATION - PERIOD: 4	 DUTYCYCLE: 5	 GRANULARITY: 200	
INTERRUPT SYNCHRONIZATION - PERIOD: 4	 DUTYCYCLE: 5	 GRANULARITY: 250	
INTERRUPT SYNCHRONIZATION - PERIOD: 4	 DUTYCYCLE: 5	 GRANULARITY: 300	
INTERRUPT SYNCHRONIZATION - PERIOD: 4	 DUTYCYCLE: 5	 GRANULARITY: 350	
INTERRUPT SYNCHRONIZATION - PERIOD: 4	 DUTYCYCLE: 5	 GRANULARITY: 400	
INTERRUPT SYNCHRONIZATION - PERIOD: 4	 DUTYCYCLE: 5	 GRANULARITY: 450	
INTERRUPT SYNCHRONIZATION - PERIOD: 4	 DUTYCYCLE: 8	 GRANULARITY: 50	
INTERRUPT SYNCHRONIZATION - PERIOD: 4	 DUTYCYCLE: 8	 GRANULARITY: 100	
INTERRUPT SYNCHRONIZATION - PERIOD: 4	 DUTYCYCLE: 8	 GRANULARITY: 150	
INTERRUPT SYNCHRONIZATION - PERIOD: 4	 DUTYCYCLE: 8	 GRANULARITY: 200	
INTERRUPT SYNCHRONIZATION - PERIOD: 4	 DUTYCYCLE: 8	 GRANULARITY: 250	
INTERRUPT SYNCHRONIZATION - PERIOD: 4	 DUTYCYCLE: 8	 GRANULARITY: 300	
INTERRUPT SYNCHRONIZATION - PERIOD: 4	 DUTYCYCLE: 8	 GRANULARITY: 350	
INTERRUPT SYNCHRONIZATION - PERIOD: 4	 DUTYCYCLE: 8	 GRANULARITY: 400	
INTERRUPT SYNCHRONIZATION - PERIOD: 4	 DUTYCYCLE: 8	 GRANULARITY: 450	
INTERRUPT SYNCHRONIZATION - PERIOD: 4	 DUTYCYCLE: 11	 GRANULARITY: 50	
INTERRUPT SYNCHRONIZATION - PERIOD: 4	 DUTYCYCLE: 11	 GRANULARITY: 100	
INTERRUPT SYNCHRONIZATION - PERIOD: 4	 DUTYCYCLE: 11	 GRANULARITY: 150	
INTERRUPT SYNCHRONIZATION - PERIOD: 4	 DUTYCYCLE: 11	 GRANULARITY: 200	
INTERRUPT SYNCHRONIZATION - PERIOD: 4	 DUTYCYCLE: 11	 GRANULARITY: 250	
INTERRUPT SYNCHRONIZATION - PERIOD: 4	 DUTYCYCLE: 11	 GRANULARITY: 300	
INTERRUPT SYNCHRONIZATION - PERIOD: 4	 DUTYCYCLE: 11	 GRANULARITY: 350	
INTERRUPT SYNCHRONIZATION - PERIOD: 4	 DUTYCYCLE: 11	 GRANULARITY: 400	
INTERRUPT SYNCHRONIZATION - PERIOD: 4	 DUTYCYCLE: 11	 GRANULARITY: 450	
INTERRUPT SYNCHRONIZATION - PERIOD: 4	 DUTYCYCLE: 14	 GRANULARITY: 50	
INTERRUPT SYNCHRONIZATION - PERIOD: 4	 DUTYCYCLE: 14	 GRANULARITY: 100	
INTERRUPT SYNCHRONIZATION - PERIOD: 4	 DUTYCYCLE: 14	 GRANULARITY: 150	
INTERRUPT SYNCHRONIZATION - PERIOD: 4	 DUTYCYCLE: 14	 GRANULARITY: 200	
INTERRUPT SYNCHRONIZATION - PERIOD: 4	 DUTYCYCLE: 14	 GRANULARITY: 250	
INTERRUPT SYNCHRONIZATION - PERIOD: 4	 DUTYCYCLE: 14	 GRANULARITY: 300	
INTERRUPT SYNCHRONIZATION - PERIOD: 4	 DUTYCYCLE: 14	 GRANULARITY: 350	
INTERRUPT SYNCHRONIZATION - PERIOD: 4	 DUTYCYCLE: 14	 GRANULARITY: 400	
INTERRUPT SYNCHRONIZATION - PERIOD: 4	 DUTYCYCLE: 14	 GRANULARITY: 450	
INTERRUPT SYNCHRONIZATION - PERIOD: 7	 DUTYCYCLE: 2	 GRANULARITY: 50	
INTERRUPT SYNCHRONIZATION - PERIOD: 7	 DUTYCYCLE: 2	 GRANULARITY: 100	
INTERRUPT SYNCHRONIZATION - PERIOD: 7	 DUTYCYCLE: 2	 GRANULARITY: 150	
INTERRUPT SYNCHRONIZATION - PERIOD: 7	 DUTYCYCLE: 2	 GRANULARITY: 200	
INTERRUPT SYNCHRONIZATION - PERIOD: 7	 DUTYCYCLE: 2	 GRANULARITY: 250	
INTERRUPT SYNCHRONIZATION - PERIOD: 7	 DUTYCYCLE: 2	 GRANULARITY: 300	
INTERRUPT SYNCHRONIZATION - PERIOD: 7	 DUTYCYCLE: 2	 GRANULARITY: 350	
INTERRUPT SYNCHRONIZATION - PERIOD: 7	 DUTYCYCLE: 2	 GRANULARITY: 400	
INTERRUPT SYNCHRONIZATION - PERIOD: 7	 DUTYCYCLE: 2	 GRANULARITY: 450	
INTERRUPT SYNCHRONIZATION - PERIOD: 7	 DUTYCYCLE: 5	 GRANULARITY: 50	
INTERRUPT SYNCHRONIZATION - PERIOD: 7	 DUTYCYCLE: 5	 GRANULARITY: 100	
INTERRUPT SYNCHRONIZATION - PERIOD: 7	 DUTYCYCLE: 5	 GRANULARITY: 150	
INTERRUPT SYNCHRONIZATION - PERIOD: 7	 DUTYCYCLE: 5	 GRANULARITY: 200	
INTERRUPT SYNCHRONIZATION - PERIOD: 7	 DUTYCYCLE: 5	 GRANULARITY: 250	
INTERRUPT SYNCHRONIZATION - PERIOD: 7	 DUTYCYCLE: 5	 GRANULARITY: 300	
INTERRUPT SYNCHRONIZATION - PERIOD: 7	 DUTYCYCLE: 5	 GRANULARITY: 350	
INTERRUPT SYNCHRONIZATION - PERIOD: 7	 DUTYCYCLE: 5	 GRANULARITY: 400	
INTERRUPT SYNCHRONIZATION - PERIOD: 7	 DUTYCYCLE: 5	 GRANULARITY: 450	
INTERRUPT SYNCHRONIZATION - PERIOD: 7	 DUTYCYCLE: 8	 GRANULARITY: 50	
INTERRUPT SYNCHRONIZATION - PERIOD: 7	 DUTYCYCLE: 8	 GRANULARITY: 100	
INTERRUPT SYNCHRONIZATION - PERIOD: 7	 DUTYCYCLE: 8	 GRANULARITY: 150	
INTERRUPT SYNCHRONIZATION - PERIOD: 7	 DUTYCYCLE: 8	 GRANULARITY: 200	
INTERRUPT SYNCHRONIZATION - PERIOD: 7	 DUTYCYCLE: 8	 GRANULARITY: 250	
INTERRUPT SYNCHRONIZATION - PERIOD: 7	 DUTYCYCLE: 8	 GRANULARITY: 300	
INTERRUPT SYNCHRONIZATION - PERIOD: 7	 DUTYCYCLE: 8	 GRANULARITY: 350	
INTERRUPT SYNCHRONIZATION - PERIOD: 7	 DUTYCYCLE: 8	 GRANULARITY: 400	
INTERRUPT SYNCHRONIZATION - PERIOD: 7	 DUTYCYCLE: 8	 GRANULARITY: 450	
INTERRUPT SYNCHRONIZATION - PERIOD: 7	 DUTYCYCLE: 11	 GRANULARITY: 50	
INTERRUPT SYNCHRONIZATION - PERIOD: 7	 DUTYCYCLE: 11	 GRANULARITY: 100	
INTERRUPT SYNCHRONIZATION - PERIOD: 7	 DUTYCYCLE: 11	 GRANULARITY: 150	
INTERRUPT SYNCHRONIZATION - PERIOD: 7	 DUTYCYCLE: 11	 GRANULARITY: 200	
INTERRUPT SYNCHRONIZATION - PERIOD: 7	 DUTYCYCLE: 11	 GRANULARITY: 250	
INTERRUPT SYNCHRONIZATION - PERIOD: 7	 DUTYCYCLE: 11	 GRANULARITY: 300	
INTERRUPT SYNCHRONIZATION - PERIOD: 7	 DUTYCYCLE: 11	 GRANULARITY: 350	
INTERRUPT SYNCHRONIZATION - PERIOD: 7	 DUTYCYCLE: 11	 GRANULARITY: 400	
INTERRUPT SYNCHRONIZATION - PERIOD: 7	 DUTYCYCLE: 11	 GRANULARITY: 450	
INTERRUPT SYNCHRONIZATION - PERIOD: 7	 DUTYCYCLE: 14	 GRANULARITY: 50	
